Number;Type;Score;Turns;HasWon;Runtime
1889;AI;20276;958;true;131408
1890;RND;408;77;false;2
1891;AI;7484;527;false;74842
1892;RND;1056;142;false;2
1893;AI;20300;963;true;132947
1894;RND;996;122;false;2
1895;AI;20232;963;true;129836
1896;RND;2060;235;false;4
1897;AI;20192;953;true;135447
1898;RND;1504;175;false;4
1899;AI;16448;982;false;134459
1900;RND;1356;172;false;2
1901;AI;20160;946;true;132665
1902;RND;1580;213;false;25
1903;AI;20588;985;true;135707
1904;RND;768;138;false;6
1905;AI;20268;957;true;138654
1906;RND;1156;151;false;4
1907;AI;20260;955;true;130571
1908;RND;1476;170;false;3
1909;AI;21020;1013;true;135689
1910;RND;2324;237;false;23
1911;AI;20176;948;true;133399
1912;RND;408;77;false;2
1913;AI;20436;969;true;129813
1914;RND;1532;197;false;4
1915;AI;20524;986;true;137117
1916;RND;1040;118;false;2
1917;AI;20880;1000;true;137342
1918;RND;1268;140;false;8
1919;AI;20228;946;true;127712
1920;RND;1084;146;false;7
1921;AI;20432;982;true;136508
1922;RND;1396;175;false;6
1923;AI;20880;995;true;135134
1924;RND;1292;159;false;14
1925;AI;20260;965;true;132497
1926;RND;660;105;false;8
1927;AI;15284;904;false;120599
1928;RND;1412;176;false;3
1929;AI;20620;991;true;136243
1930;RND;464;83;false;5
1931;AI;20508;983;true;135504
1932;RND;1512;189;false;3
1933;AI;12424;746;false;105691
1934;RND;528;94;false;3
1935;AI;20632;999;true;128260
1936;RND;720;119;false;32
1937;AI;20200;953;true;129774
1938;RND;716;107;false;2
1939;AI;20328;967;true;130535
1940;RND;604;101;false;6
1941;AI;20244;966;true;131970
1942;RND;792;115;false;4
1943;AI;20248;949;true;120492
1944;RND;2736;309;false;10
1945;AI;21052;1025;true;138946
1946;RND;1412;184;false;3
1947;AI;20148;943;true;129787
1948;RND;1368;186;false;2
1949;AI;20444;964;true;127835
1950;RND;2456;273;false;4
1951;AI;20360;978;true;133350
1952;RND;716;110;false;2
1953;AI;20192;950;true;130259
1954;RND;612;97;false;6
1955;AI;20580;986;true;135150
1956;RND;560;87;false;18
1957;AI;20504;983;true;126895
1958;RND;1288;155;false;5
1959;AI;20220;941;true;136969
1960;RND;924;134;false;6
1961;AI;20508;978;true;133251
1962;RND;1656;182;false;6
1963;AI;20524;984;true;135031
1964;RND;1508;181;false;7
1965;AI;20312;955;true;131897
1966;RND;764;118;false;7
1967;AI;20524;1001;true;139615
1968;RND;1632;191;false;8
1969;AI;21948;1077;true;148518
1970;RND;544;93;false;16
1971;AI;20208;956;true;136931
1972;RND;388;76;false;1
1973;AI;20656;1003;true;136707
1974;RND;692;96;false;5
1975;AI;20524;986;true;134862
1976;RND;732;119;false;15
1977;AI;20132;935;true;130924
1978;RND;760;114;false;6
1979;AI;20328;965;true;132108
1980;RND;1028;128;false;10
1981;AI;21192;1024;true;141028
1982;RND;276;65;false;12
1983;AI;20472;973;true;131665
1984;RND;944;146;false;5
1985;AI;20328;969;true;138191
1986;RND;1312;165;false;4
1987;AI;15144;889;false;118511
1988;RND;524;97;false;1
1989;AI;20528;986;true;134533
1990;RND;556;98;false;5
1991;AI;20244;949;true;130900
1992;RND;2852;290;false;15
1993;AI;15936;924;false;129387
1994;RND;740;119;false;2
1995;AI;20192;951;true;134800
1996;RND;2304;222;false;4
1997;AI;20196;952;true;130671
1998;RND;916;133;false;11
1999;AI;20176;947;true;131272
2000;RND;764;113;false;2
2001;AI;20260;954;true;133580
2002;RND;2388;240;false;4
2003;AI;20200;949;true;133655
2004;RND;1296;180;false;3
2005;AI;20236;952;true;133751
2006;RND;836;148;false;3
2007;AI;20516;986;true;142301
2008;RND;1368;173;false;9
2009;AI;20200;954;true;127981
2010;RND;1880;228;false;5
2011;AI;7068;472;false;69899
2012;RND;1664;191;false;18
2013;AI;20580;990;true;138091
2014;RND;1620;200;false;6
2015;AI;20248;960;true;132343
2016;RND;2276;236;false;13
2017;AI;20084;930;true;128207
2018;RND;588;97;false;2
2019;AI;20256;959;true;132964
2020;RND;624;111;false;3
2021;AI;20132;935;true;129390
2022;RND;764;130;false;6
2023;AI;20480;975;true;135590
2024;RND;1660;209;false;8
2025;AI;9176;640;false;92078
2026;RND;584;105;false;2
2027;AI;20272;960;true;132978
2028;RND;680;99;false;1
2029;AI;20468;972;true;133611
2030;RND;1588;209;false;8
2031;AI;20304;959;true;138033
2032;RND;248;63;false;4
2033;AI;20348;972;true;135469
2034;RND;800;111;false;7
2035;AI;20248;953;true;132564
2036;RND;1248;153;false;6
2037;AI;20176;953;true;134776
2038;RND;520;74;false;2
2039;AI;20304;964;true;138200
2040;RND;1344;155;false;6
2041;AI;20296;961;true;130729
2042;RND;1268;140;false;3
2043;AI;21192;1042;true;143019
2044;RND;1212;160;false;5
2045;AI;20280;952;true;129069
2046;RND;2164;254;false;4
2047;AI;20184;940;true;129429
2048;RND;1336;145;false;2
2049;AI;20944;1010;true;139312
2050;RND;1364;167;false;33
2051;AI;20320;964;true;134115
2052;RND;1756;204;false;7
2053;AI;20352;977;true;129724
2054;RND;1020;133;false;6
2055;AI;20224;947;true;129958
2056;RND;1536;181;false;3
2057;AI;20272;960;true;134274
2058;RND;3016;304;false;5
2059;AI;20184;947;true;133974
2060;RND;696;107;false;2
2061;AI;20148;942;true;134593
2062;RND;1016;118;false;5
2063;AI;16332;979;false;141094
2064;RND;1316;162;false;3
2065;AI;16432;982;false;131877
2066;RND;1216;130;false;3
2067;AI;20280;960;true;129124
2068;RND;1332;166;false;10
2069;AI;20192;948;true;128686
2070;RND;596;98;false;19
2071;AI;20332;969;true;137548
2072;RND;976;128;false;4
2073;AI;20244;953;true;128118
2074;RND;1016;125;false;5
2075;AI;21024;1028;true;137974
2076;RND;716;104;false;5
2077;AI;20552;982;true;135746
2078;RND;1328;164;false;6
2079;AI;20272;962;true;133061
2080;RND;1116;150;false;6
2081;AI;20212;952;true;134321
2082;RND;1572;183;false;3
2083;AI;20408;973;true;134838
2084;RND;1172;142;false;12
2085;AI;20240;961;true;129843
2086;RND;800;127;false;25
2087;AI;20360;968;true;134570
2088;RND;1400;170;false;2
2089;AI;20828;1016;true;140561
2090;RND;1532;189;false;13
2091;AI;20232;950;true;133229
2092;RND;1284;165;false;20
2093;AI;20196;947;true;128327
2094;RND;1184;148;false;6
2095;AI;20204;955;true;131671
2096;RND;1544;181;false;33
2097;AI;17168;1030;false;138925
2098;RND;536;80;false;1
2099;AI;20332;971;true;135982
2100;RND;1580;180;false;3
2101;AI;20296;967;true;132981
2102;RND;356;65;false;4
2103;AI;16508;986;false;134132
2104;RND;1176;153;false;2
2105;AI;20344;974;true;144476
2106;RND;676;112;false;3
2107;AI;20136;933;true;126054
2108;RND;936;139;false;2
2109;AI;18196;1076;false;144469
2110;RND;1460;206;false;2
2111;AI;20316;965;true;132727
2112;RND;1192;135;false;3
2113;AI;20220;959;true;134088
2114;RND;1536;183;false;6
2115;AI;20212;954;true;132941
2116;RND;1132;145;false;3
2117;AI;7212;498;false;70779
2118;RND;784;125;false;21
2119;AI;15972;932;false;128138
2120;RND;1788;189;false;3
2121;AI;20984;1009;true;132524
2122;RND;316;70;false;1
2123;AI;20308;965;true;127637
2124;RND;1440;182;false;6
2125;AI;20344;975;true;132737
2126;RND;1400;161;false;16
2127;AI;20208;956;true;128505
2128;RND;1448;175;false;6
2129;AI;20240;948;true;134636
2130;RND;1328;173;false;3
2131;AI;20560;982;true;135840
2132;RND;1168;146;false;13
2133;AI;20376;979;true;135966
2134;RND;2144;204;false;11
2135;AI;20356;978;true;132240
2136;RND;388;66;false;8
2137;AI;20252;950;true;133335
2138;RND;1408;193;false;3
2139;AI;20676;983;true;132619
2140;RND;1328;183;false;8
2141;AI;20660;1005;true;142075
2142;RND;924;118;false;11
2143;AI;20568;982;true;132862
2144;RND;1256;182;false;6
2145;AI;7564;530;false;78378
2146;RND;920;134;false;2
2147;AI;16348;978;false;135186
2148;RND;1380;161;false;3
2149;AI;20208;956;true;131804
2150;RND;932;118;false;18
2151;AI;20244;950;true;129757
2152;RND;304;66;false;1
2153;AI;20916;1004;true;132291
2154;RND;1328;176;false;3
2155;AI;20188;952;true;130599
2156;RND;2280;225;false;15
2157;AI;20516;984;true;134875
2158;RND;1204;146;false;6
2159;AI;20160;943;true;127564
2160;RND;468;77;false;6
2161;AI;20320;965;true;129228
2162;RND;760;120;false;2
2163;AI;17184;1034;false;139895
2164;RND;2344;240;false;4
2165;AI;15660;907;false;122805
2166;RND;1264;153;false;3
2167;AI;20364;974;true;135041
2168;RND;528;99;false;6
2169;AI;13876;835;false;117454
2170;RND;380;71;false;1
2171;AI;20224;960;true;133120
2172;RND;1244;175;false;9
2173;AI;20280;969;true;140984
2174;RND;1508;191;false;6
2175;AI;20332;973;true;132325
2176;RND;532;82;false;4
2177;AI;20596;989;true;134724
2178;RND;768;105;false;4
2179;AI;20312;965;true;136499
2180;RND;652;116;false;3
2181;AI;20156;943;true;134504
2182;RND;796;123;false;7
2183;AI;20600;993;true;137760
2184;RND;764;121;false;6
2185;AI;16924;1025;false;139410
2186;RND;2560;272;false;4
2187;AI;20312;970;true;130161
2188;RND;1400;184;false;6
2189;AI;20468;973;true;133228
2190;RND;780;107;false;18
2191;AI;20296;962;true;131902
2192;RND;1096;153;false;2
2193;AI;20352;975;true;136623
2194;RND;1388;157;false;10
2195;AI;16524;977;false;131185
2196;RND;788;123;false;2
2197;AI;20240;958;true;134234
2198;RND;2476;256;false;15
2199;AI;20160;944;true;131174
2200;RND;744;106;false;7
2201;AI;20172;942;true;129754
2202;RND;852;127;false;12
2203;AI;20700;1013;true;139647
2204;RND;2160;216;false;8
2205;AI;20488;979;true;134941
2206;RND;624;96;false;2
2207;AI;20568;988;true;135829
2208;RND;1052;124;false;6
2209;AI;20304;963;true;126204
2210;RND;652;98;false;1
2211;AI;20156;940;true;128668
2212;RND;948;148;false;11
2213;AI;20292;965;true;134145
2214;RND;628;95;false;36
2215;AI;20508;980;true;134919
2216;RND;1364;177;false;11
2217;AI;16080;940;false;123004
2218;RND;732;116;false;6
2219;AI;16800;1001;false;138762
2220;RND;1380;181;false;4
2221;AI;20384;978;true;131095
2222;RND;644;109;false;16
2223;AI;20304;962;true;139395
2224;RND;1172;156;false;18
2225;AI;20184;950;true;132150
2226;RND;2060;222;false;3
2227;AI;20148;941;true;132021
2228;RND;564;91;false;5
2229;AI;20500;979;true;137029
2230;RND;540;76;false;34
2231;AI;20352;972;true;129373
2232;RND;748;116;false;2
2233;AI;20400;973;true;134952
2234;RND;1204;145;false;3
2235;AI;20296;962;true;131985
2236;RND;704;112;false;11
2237;AI;20140;933;true;128015
2238;RND;2396;234;false;4
2239;AI;20324;972;true;135560
2240;RND;832;124;false;2
2241;AI;16192;951;false;126088
2242;RND;900;136;false;5
2243;AI;20204;955;true;137266
2244;RND;748;102;false;1
2245;AI;20208;948;true;134439
2246;RND;1344;163;false;14
2247;AI;20460;968;true;133754
2248;RND;1280;163;false;19
2249;AI;20432;981;true;139247
2250;RND;556;82;false;2
2251;AI;20236;960;true;131747
2252;RND;1096;135;false;7
2253;AI;20256;969;true;133051
2254;RND;1408;170;false;3
2255;AI;16076;942;false;127960
2256;RND;1464;184;false;10
2257;AI;16160;962;false;129009
2258;RND;2888;283;false;19
2259;AI;20164;945;true;127379
2260;RND;1644;178;false;6
2261;AI;20940;1010;true;135445
2262;RND;736;124;false;5
2263;AI;20268;943;true;127643
2264;RND;1216;150;false;3
2265;AI;16188;954;false;125692
2266;RND;844;125;false;5
2267;AI;20316;965;true;134292
2268;RND;608;90;false;32
2269;AI;20288;965;true;136720
2270;RND;1296;142;false;10
2271;AI;20244;952;true;134317
2272;RND;1136;146;false;7
2273;AI;20148;938;true;126703
2274;RND;1088;143;false;2
2275;AI;20460;975;true;134791
2276;RND;564;94;false;4
2277;AI;20472;964;true;133027
2278;RND;1320;162;false;8
2279;AI;20472;972;true;133420
2280;RND;528;86;false;12
2281;AI;20440;970;true;133184
2282;RND;1292;154;false;2
2283;AI;20240;959;true;135334
2284;RND;1364;163;false;19
2285;AI;20544;992;true;141059
2286;RND;520;105;false;4
2287;AI;20508;981;true;134373
2288;RND;1304;149;false;17
2289;AI;20552;991;true;142122
2290;RND;452;80;false;5
2291;AI;20180;947;true;131593
2292;RND;540;85;false;11
2293;AI;20540;979;true;138001
2294;RND;1004;139;false;31
2295;AI;20116;934;true;130680
2296;RND;664;106;false;25
2297;AI;20364;975;true;135146
2298;RND;2104;192;false;3
2299;AI;16528;990;false;141371
2300;RND;956;136;false;2
2301;AI;16364;966;false;133060
2302;RND;896;125;false;2
2303;AI;20284;966;true;137905
2304;RND;572;87;false;24
2305;AI;16036;937;false;133415
2306;RND;1084;145;false;15
2307;AI;12496;762;false;112234
2308;RND;2272;226;false;4
2309;AI;20456;969;true;133329
2310;RND;2380;257;false;7
2311;AI;20280;959;true;136649
2312;RND;528;99;false;13
2313;AI;20172;945;true;124833
2314;RND;1380;167;false;6
2315;AI;20732;1006;true;135004
2316;RND;1176;151;false;7
2317;AI;15544;925;false;128475
2318;RND;1520;180;false;8
2319;AI;16928;1011;false;135888
2320;RND;1172;146;false;2
2321;AI;20156;943;true;123144
2322;RND;628;94;false;11
2323;AI;6248;420;false;63890
2324;RND;1456;167;false;6
2325;AI;20224;952;true;130701
2326;RND;1212;151;false;10
2327;AI;20296;961;true;130502
2328;RND;924;137;false;2
2329;AI;20920;1005;true;137109
2330;RND;744;118;false;2
2331;AI;20380;972;true;130087
2332;RND;1536;174;false;7
2333;AI;20236;954;true;134758
2334;RND;1212;162;false;7
2335;AI;20696;1014;true;138047
2336;RND;1316;145;false;7
2337;AI;20408;961;true;130794
2338;RND;1324;158;false;7
2339;AI;20240;952;true;132966
2340;RND;308;58;false;4
2341;AI;20224;960;true;135021
2342;RND;796;131;false;2
2343;AI;20308;966;true;135513
2344;RND;572;96;false;5
2345;AI;20244;962;true;132514
2346;RND;2196;238;false;17
2347;AI;20416;965;true;132428
2348;RND;1520;174;false;35
2349;AI;20544;979;true;129526
2350;RND;1432;177;false;6
2351;AI;20340;981;true;135540
2352;RND;1344;164;false;11
2353;AI;20316;961;true;134030
2354;RND;704;121;false;6
2355;AI;20320;966;true;133855
2356;RND;616;99;false;11
2357;AI;7360;507;false;75375
2358;RND;624;99;false;2
2359;AI;20544;986;true;131525
2360;RND;2212;228;false;7
2361;AI;20284;959;true;134727
2362;RND;2416;232;false;4
2363;AI;20520;988;true;130236
2364;RND;988;112;false;2
2365;AI;15700;902;false;124557
2366;RND;576;96;false;2
2367;AI;20284;966;true;143328
2368;RND;816;136;false;32
2369;AI;20488;976;true;131187
2370;RND;812;112;false;12
2371;AI;21348;1049;true;141609
2372;RND;896;128;false;2
2373;AI;20208;956;true;135295
2374;RND;704;110;false;18
2375;AI;17668;1046;false;141304
2376;RND;1068;139;false;3
2377;AI;20240;958;true;132143
2378;RND;1180;138;false;6
2379;AI;20196;950;true;130857
2380;RND;956;144;false;21
2381;AI;20944;1015;true;133792
2382;RND;1380;166;false;8
2383;AI;20516;979;true;131843
2384;RND;1156;152;false;10
2385;AI;20356;973;true;138834
2386;RND;1016;131;false;7
2387;AI;20448;966;true;132470
2388;RND;2092;212;false;11
2389;AI;20436;964;true;131732
2390;RND;636;100;false;2
2391;AI;20300;968;true;132809
2392;RND;832;119;false;8
2393;AI;20152;944;true;124935
2394;RND;1024;130;false;5
2395;AI;20356;975;true;137732
2396;RND;576;92;false;4
2397;AI;12844;784;false;112438
2398;RND;1664;189;false;11
2399;AI;16408;965;false;136314
2400;RND;1016;120;false;2
2401;AI;20256;954;true;128078
2402;RND;904;121;false;17
2403;AI;20216;959;true;133988
2404;RND;688;118;false;5
2405;AI;20212;954;true;132894
2406;RND;780;126;false;8
2407;AI;20232;959;true;130984
2408;RND;1476;179;false;7
2409;AI;20392;958;true;137979
2410;RND;460;80;false;2
2411;AI;7120;492;false;72512
2412;RND;848;115;false;23
2413;AI;20616;997;true;135197
2414;RND;692;117;false;9
2415;AI;21060;1023;true;137087
2416;RND;2628;284;false;19
2417;AI;20364;977;true;139274
2418;RND;556;87;false;5
2419;AI;20504;982;true;136976
2420;RND;700;112;false;5
2421;AI;20644;1005;true;135872
2422;RND;1220;147;false;13
2423;AI;20200;954;true;132292
2424;RND;2044;195;false;6
2425;AI;20188;945;true;128408
2426;RND;1396;165;false;7
2427;AI;20164;943;true;131039
2428;RND;2304;224;false;12
2429;AI;21120;1041;true;141737
2430;RND;2572;259;false;15
2431;AI;20260;957;true;131904
2432;RND;800;115;false;11
2433;AI;20700;1014;true;138157
2434;RND;1756;209;false;20
2435;AI;21056;1023;true;140490
2436;RND;1372;161;false;2
2437;AI;20488;981;true;141748
2438;RND;360;73;false;4
2439;AI;16000;923;false;127592
2440;RND;276;68;false;3
2441;AI;20192;953;true;135006
2442;RND;1216;142;false;6
2443;AI;20348;973;true;134490
2444;RND;1280;146;false;35
2445;AI;20200;937;true;133301
2446;RND;536;90;false;7
2447;AI;20184;939;true;127399
2448;RND;1324;160;false;11
2449;AI;20312;967;true;131026
2450;RND;1480;174;false;7
2451;AI;20528;986;true;136845
2452;RND;940;136;false;19
2453;AI;20220;946;true;136704
2454;RND;544;85;false;9
2455;AI;12448;755;false;106785
2456;RND;340;70;false;1
2457;AI;20292;956;true;127644
2458;RND;740;120;false;16
2459;AI;20184;950;true;130629
2460;RND;1652;192;false;6
2461;AI;20204;948;true;128557
2462;RND;532;86;false;4
2463;AI;16416;983;false;131196
2464;RND;1312;170;false;11
2465;AI;20504;986;true;135932
2466;RND;1172;158;false;5
2467;AI;20224;947;true;131017
2468;RND;2676;264;false;8
2469;AI;20936;1011;true;143551
2470;RND;1004;146;false;5
2471;AI;20864;1018;true;137833
2472;RND;1268;172;false;13
2473;AI;20336;969;true;130807
2474;RND;516;88;false;23
2475;AI;15668;919;false;128952
2476;RND;1016;116;false;1
2477;AI;20388;979;true;134783
2478;RND;1992;192;false;12
2479;AI;20224;947;true;131619
2480;RND;1328;157;false;3
2481;AI;20308;966;true;132461
2482;RND;236;54;false;16
2483;AI;22044;1082;true;145874
2484;RND;864;130;false;11
2485;AI;16500;976;false;134029
2486;RND;940;135;false;5
2487;AI;20184;943;true;133685
2488;RND;804;119;false;9
2489;AI;20240;951;true;134119
2490;RND;572;82;false;2
2491;AI;16180;952;false;127346
2492;RND;1248;152;false;2
2493;AI;20828;1014;true;138291
2494;RND;940;132;false;6
2495;AI;20124;935;true;130112
2496;RND;644;104;false;6
2497;AI;20276;963;true;131751
2498;RND;612;96;false;6
2499;AI;16848;1008;false;136861
2500;RND;732;111;false;3
2501;AI;20292;957;true;128064
2502;RND;780;123;false;6
2503;AI;7224;505;false;73212
2504;RND;1764;196;false;2
2505;AI;20384;981;true;136082
2506;RND;592;93;false;2
2507;AI;16576;974;false;134844
2508;RND;2292;212;false;3
2509;AI;20492;979;true;132115
2510;RND;608;119;false;2
2511;AI;20296;964;true;134783
2512;RND;1496;190;false;11
2513;AI;20724;1019;true;140077
2514;RND;1092;138;false;25
2515;AI;20168;946;true;132802
2516;RND;1164;147;false;11
2517;AI;20176;942;true;134220
2518;RND;2076;201;false;22
2519;AI;20292;962;true;132777
2520;RND;1160;138;false;3
2521;AI;20156;946;true;132768
2522;RND;300;62;false;23
2523;AI;20232;958;true;130501
2524;RND;616;100;false;12
2525;AI;20448;966;true;134475
2526;RND;1252;170;false;9
2527;AI;20640;998;true;139747
2528;RND;1008;144;false;8
2529;AI;20208;953;true;129042
2530;RND;1020;130;false;2
2531;AI;20896;999;true;138996
2532;RND;1012;128;false;4
2533;AI;20320;970;true;133194
2534;RND;1428;190;false;6
2535;AI;20572;990;true;139230
2536;RND;1488;170;false;6
2537;AI;20312;963;true;136500
2538;RND;1252;153;false;5
2539;AI;20320;965;true;130044
2540;RND;2428;235;false;7
2541;AI;20284;958;true;133851
2542;RND;1104;150;false;9
2543;AI;20608;996;true;132487
2544;RND;1100;148;false;22
2545;AI;20372;968;true;132517
2546;RND;2336;239;false;7
2547;AI;20520;982;true;135668
2548;RND;308;66;false;12
2549;AI;20256;955;true;134461
2550;RND;1376;175;false;13
2551;AI;20292;972;true;134674
2552;RND;620;96;false;5
2553;AI;20400;974;true;136508
2554;RND;688;102;false;6
2555;AI;20120;934;true;125693
2556;RND;1064;145;false;7
